miRNA	transcript	r	p.value	number_of_cell_line	m_min	m_median	m_max	m_mean	t_min	t_median	t_max	t_mean
hsa-mir-4634	AC113346.2	NA	NA	NA	0	0	4.610994	0.0197453402061856	0	0	0.364827	0.00125370103092784
hsa-mir-4635	SLC12A7	0.0928	0.723	17	0	0	0.628792	0.0169502783505155	2.692332	27.908927	68.489555	28.4107757766323
hsa-mir-4636	SEMA5A	0.365	1.68e-08	225	0	0.619861	8.537012	0.939343271477663	0.055752	4.995222	40.278293	5.94350920962199
hsa-mir-4637	ANKH	-0.434	0.093	16	0	0	0.994323	0.0204554054982818	1.370084	18.21144	72.074424	19.4101343608247
hsa-mir-4639	MYLIP	-0.346	0.098	24	0	0	0.935736	0.0236722886597938	2.283449	10.768242	39.882002	11.9165330756014
hsa-mir-4640	DDR1	-0.0826	0.325	144	0	0.122195	3.458245	0.230859865979381	0.987845	105.929206	290.581311	109.267342910653
hsa-mir-4641	FOXP4	-0.29	0.386	11	0	0	0.756275	0.0123221683848797	0.420543	38.182843	112.25454	41.2474774398625
hsa-mir-4642	CDC5L	-0.0655	0.796	18	0	0	0.525226	0.0143383436426117	4.948743	11.288963	23.82829	11.4852150721649
hsa-mir-4644	FAM120B	-0.653	0.112	7	0	0	0.497162	0.00540043642611684	2.6444	9.613223	16.727893	9.71861893814433
hsa-mir-4645	SERPINB9P1	-0.00113	0.989	166	0	0.168446	3.742946	0.268061316151203	0.030209	0.441068	3.529537	0.629507786941581
hsa-mir-4646	ABHD16A	-0.164	0.324	38	0	0	2.250314	0.0691374364261168	4.162514	43.334933	106.977106	43.1850908419244
hsa-mir-4646	AL662899.1	0.195	0.361	24	0	0	2.250314	0.0691374364261168	0	0.21566	4.956515	0.525143085910653
hsa-mir-4647	SLC35B2	0.0233	0.838	80	0	0	1.711742	0.0998544982817869	2.684735	54.870125	118.971407	54.798803580756
hsa-mir-4648	LFNG	-0.00582	0.962	69	0	0	2.305497	0.079407	3.021464	60.910222	257.705257	65.445237209622
hsa-mir-4649	AEBP1	0.0113	0.912	99	0	0	2.480623	0.136194817869416	1.799439	40.401116	690.314974	81.4384544914089
hsa-mir-4651	POR	-0.0736	0.684	33	0	0	1.467608	0.0546516838487972	2.956642	55.14961	195.761626	58.3038607525773
hsa-mir-4652	GNGT1	0.302	0.000137	155	0	0.813051	12.54644	1.65624874914089	0	0.019657	0.901703	0.0498625154639175
hsa-mir-4653	AP1S1	-0.0927	0.585	37	0	0	1.039774	0.0398747285223368	9.241353	120.506548	341.645177	126.169434457045
hsa-mir-4654	NOS1AP	0.0511	0.727	49	0	0	1.170168	0.05115664604811	0	1.5567	8.287277	1.62298873195876
hsa-mir-4655	AC069288.1	0.248	0.635	6	0	0	0.322008	0.00537881443298969	0	0.696355	2.529727	0.734312457044674
hsa-mir-4655	MAD1L1	0.389	0.388	7	0	0	0.322008	0.00537881443298969	0.161967	10.613212	53.528434	11.5889470927835
hsa-mir-4657	PURB	-0.069	0.591	63	0	0	1.467608	0.0630769243986254	2.323416	7.433073	38.02864	8.41043682474227
hsa-mir-4658	MAP11	0.0772	0.548	63	0	0	2.081371	0.0928159965635739	1.400854	13.222261	49.549491	13.6565478900344
hsa-mir-4659a	AGPAT5	0.0577	0.63	72	0	0	2.305497	0.098430206185567	3.336364	14.788568	67.603612	16.8385926219931
hsa-mir-4660	ERI1	0.344	3.72e-06	172	0	0.265374	4.500627	0.442622089347079	0	0.162332	1.19181	0.229422178694158
hsa-mir-4661	LRRC69	0.342	7.59e-09	271	0.122195	3.451337	44.85776	5.29011833333333	0	0.131913	7.137744	0.262232625429553
hsa-mir-4662b	AC100858.2	NA	NA	NA	0	0	0.45151	0.00942611340206186	0	0	0.022568	7.7553264604811e-05
hsa-mir-4664	FAM83H	0.183	0.00567	228	0	0.605496	7.315873	0.942470807560137	0.56387	36.917926	115.089252	38.8175145120275
hsa-mir-4666b	IL1RAPL1	0.95	0.203	3	0	0	0.290525	0.00257603436426117	0	0.005684	0.533204	0.0159915910652921
hsa-mir-4667	TESK1	-0.374	0.00753	50	0	0	2.079549	0.0640437010309278	1.978376	22.305459	56.390544	22.7670598487972
hsa-mir-4668	UGCG	-0.161	0.00898	262	0	0.991857	9.631356	1.40315487628866	3.631033	11.196137	47.255387	12.7923543195876
hsa-mir-4669	RXRA	0.052	0.814	23	0	0	2.397758	0.0491715738831615	0.930789	15.517638	41.679633	16.1148100996564
hsa-mir-4670	ECM2	-0.629	0.0285	12	0	0	0.405323	0.00923576975945017	0.048185	1.149793	25.141812	2.12025835395189
hsa-mir-4671	SLC35F3	NA	NA	NA	0	0	0.25927	0.00129360481099656	0	0.015391	0.925114	0.0365479828178694
hsa-mir-4672	AK1	-0.0431	0.845	23	0	0	0.720021	0.0202255154639175	1.142578	64.018236	306.945622	80.4307913264605
hsa-mir-4672	AL157935.2	-0.232	0.276	24	0	0	0.720021	0.0202255154639175	0	1.327474	14.188449	1.8930215257732
hsa-mir-4673	NOTCH1	0.0959	0.578	36	0	0	0.43483	0.0303124845360825	0.735867	14.978658	62.640296	16.49018704811
hsa-mir-4676	MCU	0.301	6.5e-07	263	0	0.726778	13.50188	1.13468000343643	0.035036	16.863678	59.388714	19.7570130618557
hsa-mir-4677	SDCCAG8	0.105	0.0837	271	0	5.568627	25.93057	6.36993850859107	0.747816	5.240311	22.507412	5.70012821305842
hsa-mir-4680	PDCD4	-0.0593	0.609	77	0	0	1.71187	0.10833076975945	8.873884	54.81269	243.589999	59.6809229725086
hsa-mir-4681	GRK5	0.949	0.0508	4	0	0	0.665079	0.00385237113402062	0.011216	2.883239	68.18726	3.51803896907216
hsa-mir-4683	FZD8	-0.267	0.0131	86	0	0	2.250314	0.112537542955326	0.210623	2.583686	12.839398	3.09112054639175
hsa-mir-4684	EPHB2	0.347	6.16e-07	196	0	0.34907	5.674528	0.544419278350516	0.55412	52.524598	297.609996	58.8676251168385
hsa-mir-4685	HPS1	0.151	0.0567	159	0	0.190466	5.763742	0.376543439862543	2.572053	31.416595	84.840477	31.3899275532646
hsa-mir-4687	STIM1	-0.106	0.252	119	0	0	3.305442	0.207581865979381	2.163055	14.772869	63.6845	15.1753133573883
hsa-mir-4688	DGKZ	-0.302	0.561	6	0	0	0.334268	0.00458238487972509	2.270886	37.03914	104.319038	38.6715696460481
hsa-mir-4690	PCNX3	0.0549	0.652	70	0	0	1.039774	0.0773043505154639	0.964483	19.874529	39.960484	19.4421780103093
hsa-mir-4691	NDUFS8	0.0996	0.457	58	0	0	1.509475	0.074857206185567	6.127998	129.397659	526.286424	134.143857233677
hsa-mir-4695	ALDH4A1	-0.0671	0.844	11	0	0	0.626751	0.0101809072164948	0.453031	12.820377	121.582979	17.0369404089347
hsa-mir-4696	CHRDL2	-0.419	0.0415	24	0	0	0.641303	0.0196840824742268	0	1.432873	500.495376	9.53430107216495
hsa-mir-4697	IGSF9B	-0.11	0.609	24	0	0	0.59944	0.0239568625429553	0.006889	0.301388	4.909423	0.523224934707904
hsa-mir-4698	PCED1B	NA	NA	NA	0	0	0.306301	0.00105258075601375	0.261709	3.814399	86.095642	4.80732938831615
hsa-mir-4699	ACSS3	-0.473	0.064	16	0	0	0.60968	0.013948264604811	0.005576	0.304643	18.184011	0.731072391752577
hsa-mir-4700	UNC119B	-0.0576	0.648	65	0	0	2.920642	0.0871378281786942	2.373383	9.931437	29.444501	10.745738556701
hsa-mir-4701	ADCY6	0.0553	0.731	41	0	0	3.119323	0.0493135635738832	0.503048	16.143944	57.077883	17.1324317319588
hsa-mir-4703	INTS6-AS1	NA	NA	NA	0	0	0.126406	0.000854298969072165	0	0	0.287633	0.0016403883161512
hsa-mir-4705	FGF14	0.235	0.488	11	0	0	0.673406	0.0092543264604811	0	0.02877	0.630639	0.0635907079037801
hsa-mir-4706	CHURC1-FNTB	-0.705	0.183	5	0	0	0.372743	0.00785345704467354	0	0.175734	4.316907	0.446065914089347
hsa-mir-4706	FNTB	-0.331	0.351	10	0	0	0.372743	0.00785345704467354	0.710638	8.946131	20.056008	9.2361196185567
hsa-mir-4707	AL132780.3	0.152	0.0634	149	0	0.242984	6.91649	0.442702965635739	0	6.071045	30.962535	6.88287547079038
hsa-mir-4707	HAUS4	0.115	0.129	177	0	0.242984	6.91649	0.442702965635739	1.502446	28.116299	73.44634	29.4786060756014
hsa-mir-4709	NPC2	0.0994	0.165	197	0	0.315468	4.793235	0.441104536082474	21.860592	202.537274	532.246409	204.430695508591
hsa-mir-4712	GABPB1-AS1	-0.214	0.482	13	0	0	0.376774	0.00917567697594502	0.102378	2.470066	30.277721	3.64337797594502
hsa-mir-4713	MIR4713HG	-0.0463	0.642	103	0	0	3.458245	0.2100105395189	0	0.140515	1.470406	0.181570432989691
hsa-mir-4714	IGF1R	-0.0898	0.325	122	0	0	1.55253	0.149448872852234	0.280547	5.205576	19.068414	5.68153425429553
hsa-mir-4715	ATP10A	-0.432	0.0572	20	0	0	0.546587	0.0156465979381443	0.03337	0.589702	7.857267	0.893684721649485
hsa-mir-4719	AC106729.1	NA	NA	NA	0	0	0.621165	0.00333986941580756	0	0	0	0
hsa-mir-4720	GAN	-0.31	0.55	6	0	0	0.545497	0.00628709621993127	0.106716	1.613195	11.853735	1.82054149828179
hsa-mir-4721	TUFM	0.585	0.0281	14	0	0	1.240312	0.0223178797250859	9.101749	220.800456	731.945055	222.917413439863
hsa-mir-4722	PIEZO1	-0.381	0.145	16	0	0	0.942633	0.0175159828178694	3.480447	48.144366	114.054921	48.0843967079038
hsa-mir-4723	AC002094.1	-0.205	0.66	7	0	0	1.509475	0.0504073367697594	0	0	0.85706	0.034487206185567
hsa-mir-4723	TMEM199	-0.306	0.0697	36	0	0	1.509475	0.0504073367697594	1.806587	12.311421	29.875398	12.7930283127148
hsa-mir-4724	RAB11FIP4	0.232	0.00049	222	0	0.591584	13.11302	0.913130439862543	0.346812	8.012133	26.621134	8.57207314089347
hsa-mir-4725	AC003101.1	NA	NA	NA	0	0	2.081371	0.0560884982817869	0	0	0.277145	0.00871362542955326
hsa-mir-4726	MLLT6	-0.0546	0.534	132	0	0	2.340336	0.195332085910653	3.302106	31.520751	107.267189	33.7625933333333
hsa-mir-4728	ERBB2	0.0543	0.405	238	0	0.802679	32.27292	1.51217170446735	2.23001	62.268251	931.144089	68.7005707353952
hsa-mir-4729	YPEL2	0.558	0.0476	13	0	0	1.467608	0.0190272302405498	0.750794	5.045715	21.346897	5.36515534707904
hsa-mir-4730	ENDOV	0.343	0.366	9	0	0	0.417769	0.00901041580756014	0.139319	3.692565	22.546813	4.3955890137457
hsa-mir-4731	PMP22	-0.232	0.312	21	0	0	3.458245	0.0331419072164948	3.381356	27.125669	753.760143	39.2731290618557
hsa-mir-4732	AC024267.1	-0.73	0.0107	11	0	0	20.44449	0.424065127147766	0	0	0.160416	0.00451614776632302
hsa-mir-4733	AC138207.2	0.112	0.247	108	0	0	3.458245	0.196382711340206	0	0.169367	1.301116	0.223158512027491
hsa-mir-4735	KCNT2	-0.466	0.351	6	0	0	0.717482	0.00906479381443299	0	0.036878	1.824683	0.083165030927835
hsa-mir-4737	HEATR6	0.552	0.199	7	0	0	0.684748	0.00800891408934708	0.252557	1.930244	7.017941	2.01987026804124
hsa-mir-4738	H3-3B	-0.173	0.0531	126	0	0	3.458245	0.203277845360825	0.007446	0.094848	2.024412	0.14303735395189
hsa-mir-4741	RBBP8	0.0153	0.867	122	0	0	1.467608	0.187568384879725	0	7.787364	39.644911	8.7614737766323
hsa-mir-4742	WDR26	-0.153	0.0347	191	0	0.277647	3.720935	0.415468261168385	4.976032	19.893111	67.649617	21.4848640584192
hsa-mir-4743	CTIF	-0.162	0.271	48	0	0	0.564923	0.0383396941580756	0.512361	4.227024	23.637105	4.96829384879725
hsa-mir-4744	DYM	0.0742	0.736	23	0	0	0.423452	0.0195405463917526	2.404024	13.170105	78.785607	13.9153513676976
hsa-mir-4745	PTBP1	-0.0558	0.554	115	0	0	4.65759	0.218178140893471	22.218837	158.138996	289.104191	156.237292264605
hsa-mir-4747	UHRF1	0.313	0.156	22	0	0	1.093165	0.0217803573883162	1.339596	13.591277	54.584742	15.4538603127148
hsa-mir-4748	DNM2	0.0249	0.904	26	0	0	0.695839	0.0226568350515464	6.256	81.009235	226.939074	86.4310404261168
hsa-mir-4749	PTOV1	-0.0429	0.725	70	0	0	4.402823	0.104630951890034	1.384587	59.953808	281.392586	61.3121949553265
hsa-mir-4750	TBC1D17	-0.531	0.0418	15	0	0	1.460321	0.0195236013745704	0.668882	17.096018	58.160664	17.6352778281787
hsa-mir-4751	ATF5	-0.0243	0.91	24	0	0	1.101814	0.0328878865979381	0.866236	23.822608	307.939967	27.2718495463918
hsa-mir-4753	ARID4B	-0.103	0.381	75	0	0	1.871473	0.0878345979381443	2.416209	7.373528	20.113243	8.06174746391753
hsa-mir-4755	RALY	-0.00473	0.957	131	0	0	1.995238	0.216254920962199	10.227228	220.245748	627.06628	242.996592886598
hsa-mir-4756	BCAS1	0.34	0.00451	68	0	0	1.711742	0.106911347079038	0.09327	9.197595	154.806011	15.8760916804124
hsa-mir-4758	LAMA5	0.139	0.215	81	0	0	2.250314	0.116062367697594	0.215982	5.984057	64.763778	8.21939652233677
hsa-mir-4760	DSCAM	NA	NA	NA	0	0	0.146639	0.000503914089347079	0	0.005086	0.362198	0.014959910652921
hsa-mir-4761	COMT	-0.506	0.247	7	0	0	0.766002	0.00741948797250859	6.077734	133.369509	394.595098	136.78180461512
hsa-mir-4762	ATXN10	0.00859	0.918	147	0	0.148035	3.64502	0.246923250859107	7.763766	48.663668	108.112942	48.7542902817869
hsa-mir-4763	MIRLET7BHG	0.267	0.043	58	0	0	2.305497	0.0796742783505155	0	0.148511	4.841676	0.218058048109966
hsa-mir-4764	LARGE1	-0.54	0.133	9	0	0	0.406149	0.00718817182130584	0.100657	6.906624	31.817468	7.55078510652921
hsa-mir-4765	TTC27	-0.353	0.492	6	0	0	0.283388	0.0040563883161512	2.375545	9.57273	26.7638	9.9704733024055
hsa-mir-4766	SLC25A17	0.19	0.0121	174	0	0.212103	3.720935	0.413180793814433	1.264155	13.050818	27.012794	13.2401949793814
hsa-mir-4767	STS	0.104	0.62	25	0	0	1.466951	0.0369551821305842	0.019371	2.839269	37.661022	3.87531572852234
hsa-mir-4768	NHS	0.0784	0.45	95	0	0	7.334755	0.143816786941581	0	0.30148	3.093241	0.470680656357388
hsa-mir-4771-2	ANAPC1	0.169	0.278	43	0	0	1.55253	0.0460254467353952	3.088272	10.940086	32.344615	11.5454708522337
hsa-mir-4772	IL18RAP	0.617	8.23e-31	281	0.288966	6.712778	74.33894	8.95732237113402	0	0.256749	8.777982	0.412837274914089
hsa-mir-4773-1	TNFAIP6	-0.167	0.303	40	0	0	1.016837	0.0433597560137457	0	2.676615	54.797796	4.77037370103093
hsa-mir-4774	CERS6	0.435	0.0813	17	0	0	0.794233	0.0168651065292096	0.318879	22.726132	125.548034	24.7221232061856
hsa-mir-4775	CCNYL1	0.109	0.268	105	0	0	1.240312	0.128717652920962	1.219534	6.855708	31.023848	7.42495983161512
hsa-mir-4776-2	AC093865.1	NA	NA	NA	0	0	0.43483	0.00149426116838488	0	0	0	0
hsa-mir-4777	ARMC9	-0.249	0.00379	133	0	0	2.963494	0.193999969072165	0.09186	0.955295	6.537929	1.15100783505155
hsa-mir-4779	IMMT	0.036	0.856	28	0	0	1.55253	0.0333621340206186	6.722184	44.434367	99.411463	45.417948814433
hsa-mir-4781	TCEANC2	0.00322	0.968	155	0	0.168446	2.80361	0.236334841924399	0.452081	1.87384	5.699037	2.00764288659794
hsa-mir-4782	SLC35F5	-0.0426	0.7	84	0	0	2.561771	0.111509852233677	1.541904	18.46783	63.900754	19.4163404054983
hsa-mir-4784	MZT2A	0.158	0.0305	188	0	0.260867	40.2747	0.818030714776632	1.960446	119.309559	386.119485	127.640818539519
hsa-mir-4785	RBMS1	-0.217	0.0776	67	0	0	1.198879	0.0766610206185567	0	1.781389	19.795966	2.66768205154639
hsa-mir-4786	NDUFA10	0.179	0.0217	164	0	0.832984	7.798421	1.03077109965636	0	0.054149	2.275959	0.0966703917525773
hsa-mir-4787	DOCK3	0.0346	0.668	156	0	0.188338	5.948642	0.376435505154639	0.002072	0.064764	2.211291	0.104821810996564
hsa-mir-4789	NAALADL2	0.0244	0.845	67	0	0	1.754495	0.0977543092783505	0.057351	2.260586	19.54946	2.71078388659794
hsa-mir-4793	CELSR3	0.0159	0.912	50	0	0	1.237778	0.0618329725085911	0.008996	1.240685	7.033886	1.51475978694158
hsa-mir-4794	CACHD1	0.0359	0.862	26	0	0	0.633408	0.0243675223367698	0.082477	1.464164	12.626572	1.91011192783505
hsa-mir-4796	ZBTB20	-0.153	0.166	83	0	0	1.240312	0.0890008659793814	0.013063	0.127909	37.212229	0.595139670103093
hsa-mir-4797	DLG1	0.0218	0.746	222	0	0.412994	3.107597	0.54928875257732	1.955043	13.882326	44.178844	14.9619404707904
hsa-mir-4798	SORCS2	-0.71	0.497	3	0	0	0.753547	0.00354983161512027	0	0.120067	2.831308	0.227528395189003
hsa-mir-4799	ARHGAP10	-0.316	0.142	23	0	0	2.305497	0.0483732817869416	0.051614	1.853227	14.74234	2.54399491752577
hsa-mir-4800	MXD4	-0.103	0.459	54	0	0	4.610994	0.0951283402061856	0.943756	17.237155	60.063383	17.7304261202749
hsa-mir-4802	RBM47	0.0314	0.746	109	0	0	2.458692	0.163405611683849	1.434408	36.594937	114.204598	39.3693249793814
hsa-mir-4803	MAP1B	NA	NA	NA	0	0	0.59944	0.00324860824742268	0.046018	0.980094	31.775442	1.80322627147766
hsa-mir-4804	TNPO1	0.146	0.3	52	0	0	0.59944	0.0459684776632302	4.133759	18.343877	63.268451	19.7398719278351
hsa-mir-483	AC132217.2	0.466	0.069	16	0	1.396279	3320.206	69.1349802199313	0	0	1.5636	0.0079775704467354
hsa-mir-483	IGF2	0.366	5.49e-09	239	0	1.396279	3320.206	69.1349802199313	0.064068	5.844937	6574.722776	224.546456584192
hsa-mir-483	INS-IGF2	-0.438	0.711	3	0	1.396279	3320.206	69.1349802199313	0	0	0.020593	0.000179254295532646
hsa-mir-484	NDE1	0.209	0.0463	91	11.96917	43.47084	528.2054	61.5150562199313	0	0	0.513504	0.0198001237113402
hsa-mir-486-1	ANK1	0.0978	0.106	275	2.975572	27.21197	3366.025	106.989713539519	0	0.298967	21.276956	0.770774302405498
hsa-mir-487b	MIR381HG	0.416	0.485	5	0.405323	4.03142	177.2202	5.27747001718213	0	0	0.201138	0.00159657731958763
hsa-mir-488	ASTN1	-0.488	0.0134	25	0	0	2.920642	0.0470416872852234	0	0.007323	3.157886	0.0420324158075601
hsa-mir-489	CALCR	0.222	0.0332	92	0	0	8.499541	0.239233931271478	0	0.027469	2.467719	0.0608669553264605
hsa-mir-490	CHRM2	0.841	3.56e-47	172	0	0.476652	234.0079	6.93363496219931	0	0.018065	18.32999	0.390375347079038
hsa-mir-491	FOCAD	0.0128	0.833	272	0.208875	2.082868	14.98573	2.64498370790378	0.078252	5.310149	32.473855	6.08281079381443
hsa-mir-493	AL117190.1	0.238	0.162	36	0	13.00489	182.8854	14.9021448316151	0	0	0.202165	0.00532416494845361
hsa-mir-494	MEG8	-0.887	0.306	3	0	1.455637	19.90095	1.81005070446735	0	0	0.032764	0.00018726116838488
hsa-mir-495	MEG8	-0.966	0.168	3	0	5.430763	93.11322	6.56706873195876	0	0	0.032764	0.00018726116838488
hsa-mir-497	AC040977.2	0.379	0.133	17	1.806966	9.831724	59.26483	12.1919916013746	0	0	1.932519	0.0388353161512027
hsa-mir-497	MIR497HG	0.365	3.3e-10	278	1.806966	9.831724	59.26483	12.1919916013746	0.0598	0.774685	11.98059	1.08126564604811
hsa-mir-4999	RAB11B-AS1	0.0623	0.349	228	0	0.65014	7.408735	0.828817312714777	0	3.413935	11.909557	3.53920341580756
hsa-mir-499a	MYH7B	0.482	1.98e-13	207	0	0.444106	29.32258	1.27103589347079	0	0.252905	18.021792	0.739848151202749
hsa-mir-5001	TIGD1	-0.0378	0.551	251	0	0.655709	7.334755	0.867631580756014	0.087891	1.032076	4.69341	1.13380348797251
hsa-mir-5002	KALRN	-0.14	0.252	69	0	0	1.125157	0.0679652714776632	0	0.295248	3.414086	0.523001189003436
hsa-mir-5003	NEURL1B	0.0142	0.848	184	0	0.241469	3.815968	0.386712567010309	0.77524	9.357199	40.855465	11.1071072302405
hsa-mir-5004	SYNGAP1	0.318	0.539	6	0	0	1.466951	0.00968846048109966	0.264215	3.782856	12.19841	3.96174849828179
hsa-mir-5006	VWA8	-0.0744	0.575	59	0	0	1.509475	0.069226852233677	0.343658	5.80685	19.754914	6.34526987628866
hsa-mir-5008	WNT9A	0.161	0.498	20	0	0	3.37547	0.0350153470790378	0.01508	0.44665	6.308802	0.725580652920962
hsa-mir-5009	AP3S2	0.159	0.247	55	0	0	0.819564	0.0532498144329897	2.049691	13.58299	40.24756	14.5807912027491
hsa-mir-5009	ARPIN-AP3S2	0.228	0.0974	54	0	0	0.819564	0.0532498144329897	0.3226	13.431581	31.700051	13.7905692164948
hsa-mir-500a	CLCN5	0.514	1.23e-20	285	47.31173	298.4284	1974.693	393.093712852234	0.23224	2.715867	12.458683	3.17391837113402
hsa-mir-500b	CLCN5	0.462	3.65e-16	279	0	6.77208	67.27974	9.31087545360825	0.23224	2.715867	12.458683	3.17391837113402
hsa-mir-501	CLCN5	0.349	1.57e-09	284	1.356266	47.83602	353.8273	65.4229529828179	0.23224	2.715867	12.458683	3.17391837113402
hsa-mir-5010	ATP6V0A1	-0.0503	0.426	252	0	0.674099	11.25157	1.04435921993127	2.15895	22.682869	55.984528	23.4993738831615
hsa-mir-502	CLCN5	0.395	6.53e-12	280	2.030484	9.632219	100.4984	12.295032467354	0.23224	2.715867	12.458683	3.17391837113402
hsa-mir-503	MIR503HG	0.504	6.65e-19	272	0.345905	5.098827	124.6208	8.51714217869416	0	0.406678	8.186115	0.909345721649485
hsa-mir-504	FGF13	0.369	2.91e-07	182	0	0.3017	160.232	1.79385414089347	0.003476	0.935528	24.640539	1.79323821993127
hsa-mir-5047	DDX5	0.467	0.533	4	0	0	0.478525	0.00412327835051546	45.437568	210.015046	416.963826	210.513657742268
hsa-mir-505	ATP11C	-0.0195	0.746	279	12.62646	44.58358	983.1139	61.4846825085911	0	0.385811	2.680988	0.448233065292096
hsa-mir-5087	LINC01138	-0.341	0.0758	28	0	0	1.466951	0.0331697422680412	0	0.131443	2.112656	0.170585879725086
hsa-mir-5088	PRMT1	0.102	0.543	38	0	0	0.736796	0.0355630412371134	7.877705	142.359273	378.722095	146.700807865979
hsa-mir-5089	AC005670.2	-0.0222	0.951	10	0	0	1.270118	0.0165903676975945	0	0.885889	6.663055	1.00080973539519
hsa-mir-5089	GOSR2	NA	NA	NA	0	0	1.270118	0.0165903676975945	0	0	0.18131	0.00853844329896907
hsa-mir-5090	LRWD1	-0.000454	0.996	137	0	0.055504	10.12641	0.292305350515464	0.260531	13.316049	35.129438	13.7170460309278
hsa-mir-5092	SLC12A8	-0.00743	0.923	170	0	0.206739	5.320635	0.369906790378007	0.020226	5.988743	28.69845	6.35165719587629
hsa-mir-5094	AP3S2	0.141	0.386	40	0	0	1.093165	0.0486164742268041	2.049691	14.37252	47.330244	16.0443803127148
hsa-mir-5094	ARPIN-AP3S2	0.039	0.813	39	0	0	1.093165	0.0486164742268041	0.3226	13.431581	31.700051	13.7905692164948
hsa-mir-5095	SCP2	NA	NA	NA	0	0	0	0	0.972491	24.294053	107.12103	25.488712024055
hsa-mir-5096	BMP2K	NA	NA	NA	0	0	0	0	0.598712	4.055922	34.961646	4.63480565292096
hsa-mir-511	MRC1	0.508	4.59e-20	284	0.347129	5.870431	43.56263	7.36643028178694	0.066723	1.782644	89.412476	4.37349632302405
hsa-mir-514a-2	AL591022.1	NA	NA	NA	0	0.343716	510.5136	5.80508254639175	0	0	0.343424	0.00133789690721649
hsa-mir-514a-3	AL591022.1	NA	NA	NA	0	0.414612	506.3359	5.71715894501718	0	0	0.343424	0.00133789690721649
hsa-mir-5187	TOMM40L	0.114	0.108	201	0	0.296071	9.001255	0.511354405498282	1.407296	7.560954	18.909728	7.99651120618557
hsa-mir-5189	ZFPM1	0.291	0.168	24	0	0	1.571281	0.0292161443298969	0.037735	3.349379	34.585376	4.09869671477663
hsa-mir-5190	LDLRAD4	NA	NA	NA	0	0	0.219321	0.000753680412371134	0.0584	2.186439	14.646714	2.62353093814433
hsa-mir-5191	NAV1	-0.187	0.764	5	0	0	0.376774	0.00416094158075601	0.008698	0.73063	11.531234	0.988858127147766
hsa-mir-5192	B3GNT2	0.201	0.871	3	0	0	0.781076	0.00470378350515464	1.938683	8.915177	167.806097	10.0750920687285
hsa-mir-5193	UBA7	0.1	0.361	85	0	0	3.119323	0.122221158075601	1.481326	14.272169	47.056424	15.5259739965636
hsa-mir-5194	CYRIB	-0.466	0.292	7	0	0	0.432207	0.00709972164948454	5.52602	28.168489	137.924682	31.4421492920962
hsa-mir-5196	CD22	0.0523	0.911	7	0	0	2.963494	0.0158851134020619	0.012331	0.45701	236.204017	2.29073381443299
hsa-mir-5197	AC008696.2	NA	NA	NA	0	0	0	0	0	0	0.035391	0.000456295532646048
hsa-mir-519a-2	AC011453.1	-0.663	0.337	4	0	0	8.902089	0.23262675257732	0	0	0.088486	0.000594164948453608
hsa-mir-532	CLCN5	0.551	8.29e-24	282	121.538	1137.42	11690.88	1504.23271030928	0.23224	2.715867	12.458683	3.17391837113402
hsa-mir-539	MIR381HG	-0.4	0.505	5	0.849804	5.206518	141.9214	6.88389869072165	0	0	0.201138	0.00159657731958763
hsa-mir-543	MEG8	0.199	0.872	3	0	1.256844	57.95971	1.71941907560137	0	0	0.032764	0.00018726116838488
hsa-mir-544a	MIR381HG	-0.198	0.873	3	0	0	1.888412	0.0454046529209622	0	0	0.201138	0.00159657731958763
hsa-mir-544b	UMPS	-0.199	0.341	25	0	0	1.280885	0.0298588144329897	1.823273	20.101386	38.667038	20.0536933333333
hsa-mir-545	FTX	0.0602	0.378	216	0	0.35298	2.93817	0.517279367697595	1.091937	5.839746	365.874882	8.66694331271478
hsa-mir-548a-1	MIR548A1HG	NA	NA	NA	0	0	0	0	0	0	0	0
hsa-mir-548aa-2	PITPNC1	NA	NA	NA	0	0	0	0	0.330921	2.74313	11.14685	2.96760826116838
hsa-mir-548ac	CD58	NA	NA	NA	0	0	0.376774	0.00190452920962199	3.819127	18.609706	49.292237	18.8699840412371
hsa-mir-548ae-1	AC020584.1	NA	NA	NA	0	0	0	0	0	0	0.48729	0.00204282817869416
hsa-mir-548ag-2	MIR646HG	0.889	0.0178	6	0	0	2.36875	0.054240058419244	0	0	0.165063	0.00200897594501718
hsa-mir-548ah	SHROOM3	-0.345	0.329	10	0	0	0.497665	0.00988131271477663	0.037754	10.393716	37.83908	11.4848992027491
hsa-mir-548al	AP001085.1	0.571	0.0415	13	0	0	1.512549	0.0200737491408935	0	0.018464	0.207001	0.0339674192439863
hsa-mir-548al	AP001372.1	NA	NA	NA	0	0	1.512549	0.0200737491408935	0	0	0.134415	0.00715881099656357
hsa-mir-548am	CTPS2	NA	NA	NA	0	0	0.232541	0.00154031958762887	0.809824	11.873695	62.56064	12.7354179106529
hsa-mir-548an	RADX	NA	NA	NA	0	0	0.116433	0.000400113402061856	0	0.554223	7.084813	0.797648092783505
hsa-mir-548ao	SFRP1	0.977	0.136	3	0	0	0.290525	0.0026337560137457	0	0.178767	128.57863	1.76983265979381
hsa-mir-548aq	IGF2BP2	-0.0768	0.633	41	0	0	0.825186	0.0485483161512028	0.162288	17.930878	78.01979	20.4462040618557
